sex,province,education,religion_importance,aboriginal,hh_size,age,vote
(2) Female,(5) Quebec,(8) Some university,Somewhat important,No,1,71,Liberal
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,2,65,Bloc Quebecois
(2) Female,(5) Quebec,(9) Bachelor's degree,Very important,No,2,51,Liberal
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Very important,No,3,44,Liberal
(1) Male,(5) Quebec,(10) Master's degree,Somewhat important,No,4,57,Liberal
(1) Male,(5) Quebec,(11) Professional degree or doctorate,Not important at all,No,3,35,Conservatives
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,1,82,Conservatives
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,59,Liberal
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,4,49,Bloc Quebecois
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Not very important,No,1,76,Liberal
(2) Female,(5) Quebec,(5) Completed secondary / high school,Not very important,No,1,61,Bloc Quebecois
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Not important at all,No,1,69,Liberal
(2) Female,(5) Quebec,(8) Some university,Not very important,No,2,39,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Not important at all,No,4,47,NDP
(2) Female,(5) Quebec,(10) Master's degree,Somewhat important,No,4,39,Greens
(2) Female,(5) Quebec,(9) Bachelor's degree,Not very important,No,4,40,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,1,92,Bloc Quebecois
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,3,53,NDP
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,31,NDP
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,47,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,4,23,Conservatives
(2) Female,(1) Newfoundland and Labrador,(9) Bachelor's degree,Somewhat important,No,2,52,NDP
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,44,Conservatives
(2) Female,(1) Newfoundland and Labrador,(4) Some secondary / high school,Somewhat important,No,5,39,Conservatives
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,5,37,Conservatives
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,49,Conservatives
(2) Female,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,68,Liberal
(1) Male,(1) Newfoundland and Labrador,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,2,63,Liberal
(2) Female,(1) Newfoundland and Labrador,(9) Bachelor's degree,Somewhat important,No,1,42,NDP
(2) Female,(2) Prince Edward Island,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,4,62,Liberal
(2) Female,(10) British Columbia,(9) Bachelor's degree,Not very important,No,2,23,NDP
(2) Female,(2) Prince Edward Island,(10) Master's degree,Very important,No,1,50,Liberal
(1) Male,(2) Prince Edward Island,(9) Bachelor's degree,Somewhat important,No,4,57,Liberal
(2) Female,(2) Prince Edward Island,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,4,31,Conservatives
(2) Female,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Don't know,No,3,51,Greens
(2) Female,(2) Prince Edward Island,(9) Bachelor's degree,Very important,No,1,60,Liberal
(2) Female,(2) Prince Edward Island,(10) Master's degree,Not very important,No,3,76,Liberal
(2) Female,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,67,Liberal
(2) Female,(6) Ontario,(10) Master's degree,Very important,No,2,66,Conservatives
(1) Male,(3) Nova Scotia,(9) Bachelor's degree,Somewhat important,No,2,62,Liberal
(1) Male,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,66,Liberal
(2) Female,(3) Nova Scotia,(9) Bachelor's degree,Not very important,No,2,47,Liberal
(1) Male,(3) Nova Scotia,(5) Completed secondary / high school,Somewhat important,No,2,65,Liberal
(1) Male,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,3,26,NDP
(2) Female,(3) Nova Scotia,(11) Professional degree or doctorate,Very important,No,4,50,Conservatives
(1) Male,(3) Nova Scotia,(5) Completed secondary / high school,Somewhat important,No,2,61,Greens
(1) Male,(3) Nova Scotia,(11) Professional degree or doctorate,Very important,No,2,76,Liberal
(2) Female,(4) New Brunswick,(5) Completed secondary / high school,Somewhat important,No,2,73,Conservatives
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Somewhat important,No,1,66,Greens
(1) Male,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,24,Conservatives
(2) Female,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,45,Conservatives
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Not very important,Yes,4,23,Liberal
(2) Female,(4) New Brunswick,(5) Completed secondary / high school,Very important,No,4,20,Liberal
(1) Male,(5) Quebec,(10) Master's degree,Not important at all,No,1,28,Liberal
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,58,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Not very important,No,2,43,Bloc Quebecois
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,46,NDP
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,2,33,People's Party
(1) Male,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Not important at all,No,2,59,Conservatives
(1) Male,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,3,59,Liberal
(1) Male,(5) Quebec,(5) Completed secondary / high school,Very important,No,2,66,People's Party
(1) Male,(5) Quebec,(3) Completed elementary school,Not very important,No,7,48,Conservatives
(1) Male,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Not very important,No,3,54,Conservatives
(1) Male,(5) Quebec,(3) Completed elementary school,Not very important,No,2,71,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,4,38,Liberal
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Not very important,No,4,55,Liberal
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not very important,Yes,3,54,Greens
(1) Male,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,5,42,NDP
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,1,40,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Not important at all,No,2,68,Liberal
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,4,44,NDP
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not very important,No,4,45,Conservatives
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,5,19,Greens
(2) Female,(5) Quebec,(9) Bachelor's degree,Very important,No,3,28,Liberal
(1) Male,(5) Quebec,(10) Master's degree,Not important at all,No,2,30,Liberal
(1) Male,(5) Quebec,(10) Master's degree,Not important at all,No,1,64,Liberal
(2) Female,(5) Quebec,(10) Master's degree,Very important,No,3,36,Liberal
(1) Male,(5) Quebec,(4) Some secondary / high school,Very important,No,1,74,Conservatives
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,55,Bloc Quebecois
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,43,Liberal
(2) Female,(5) Quebec,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,4,20,Liberal
(1) Male,(5) Quebec,(10) Master's degree,Very important,No,1,47,Liberal
(2) Female,(5) Quebec,(5) Completed secondary / high school,Somewhat important,No,1,76,Liberal
(1) Male,(5) Quebec,(3) Completed elementary school,Very important,No,1,58,Liberal
(1) Male,(5) Quebec,(5) Completed secondary / high school,Not very important,No,2,69,Conservatives
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,44,Conservatives
(1) Male,(5) Quebec,(9) Bachelor's degree,Not important at all,No,2,67,Greens
(1) Male,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,28,Conservatives
(2) Female,(5) Quebec,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,3,39,Bloc Quebecois
(1) Male,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,3,55,Conservatives
(1) Male,(5) Quebec,(9) Bachelor's degree,Not very important,No,1,61,Bloc Quebecois
(1) Male,(5) Quebec,(5) Completed secondary / high school,Very important,No,2,52,Conservatives
(1) Male,(6) Ontario,(9) Bachelor's degree,Not important at all,No,2,45,Liberal
(2) Female,(5) Quebec,(9) Bachelor's degree,Somewhat important,No,1,42,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Very important,No,5,51,NDP
(2) Female,(6) Ontario,(9) Bachelor's degree,Not important at all,No,3,63,Conservatives
(1) Male,(6) Ontario,(8) Some university,Somewhat important,No,3,60,NDP
(1) Male,(6) Ontario,(5) Completed secondary / high school,Very important,No,4,45,Conservatives
(1) Male,(4) New Brunswick,(10) Master's degree,Somewhat important,No,1,67,Greens
(1) Male,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,3,54,NDP
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,3,50,Greens
(1) Male,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Not important at all,No,1,54,NDP
(2) Female,(6) Ontario,(10) Master's degree,Not important at all,No,3,36,NDP
(1) Male,(6) Ontario,(5) Completed secondary / high school,Very important,No,4,35,Conservatives
(1) Male,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,4,46,Conservatives
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,4,47,Conservatives
(2) Female,(6) Ontario,(10) Master's degree,Somewhat important,No,2,61,Liberal
(1) Male,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,1,69,Conservatives
(2) Female,(6) Ontario,(5) Completed secondary / high school,Very important,No,4,48,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,4,40,NDP
(2) Female,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,3,53,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Very important,No,3,71,Greens
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,1,54,Liberal
(1) Male,(6) Ontario,(8) Some university,Somewhat important,No,2,47,Conservatives
(2) Female,(6) Ontario,(10) Master's degree,Very important,No,4,44,NDP
(1) Male,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,60,Conservatives
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,2,26,Liberal
(2) Female,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,2,25,NDP
(1) Male,(6) Ontario,(9) Bachelor's degree,Not very important,No,2,63,Liberal
(2) Female,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,57,Conservatives
(1) Male,(4) New Brunswick,(10) Master's degree,Somewhat important,No,3,48,Liberal
(1) Male,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,50,Liberal
(1) Male,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,4,45,Conservatives
(1) Male,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,2,66,Conservatives
(1) Male,(6) Ontario,(5) Completed secondary / high school,Very important,No,4,52,Greens
(1) Male,(6) Ontario,(5) Completed secondary / high school,Not very important,No,4,23,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,4,40,Liberal
(1) Male,(6) Ontario,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,47,Conservatives
(1) Male,(6) Ontario,(9) Bachelor's degree,Very important,No,4,42,Liberal
(2) Female,(6) Ontario,(5) Completed secondary / high school,Very important,No,4,41,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Very important,No,2,61,Liberal
(1) Male,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,2,33,NDP
(2) Female,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Not important at all,No,3,21,Liberal
(2) Female,(6) Ontario,(5) Completed secondary / high school,Somewhat important,No,2,68,NDP
(2) Female,(6) Ontario,(9) Bachelor's degree,Very important,No,2,68,Liberal
(1) Male,(6) Ontario,(4) Some secondary / high school,Very important,No,5,51,Liberal
(1) Male,(6) Ontario,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,3,56,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Not very important,No,2,50,Liberal
(2) Female,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,3,34,Conservatives
(2) Female,(6) Ontario,(11) Professional degree or doctorate,Very important,No,1,45,Liberal
(1) Male,(6) Ontario,(8) Some university,Not important at all,No,1,48,Liberal
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,2,67,Conservatives
(1) Male,(6) Ontario,(9) Bachelor's degree,Somewhat important,No,2,72,Liberal
(1) Male,(6) Ontario,(11) Professional degree or doctorate,Somewhat important,No,2,76,Liberal
(1) Male,(10) British Columbia,(5) Completed secondary / high school,Not very important,No,3,53,Conservatives
(2) Female,(10) British Columbia,(5) Completed secondary / high school,Very important,No,4,35,Conservatives
(1) Male,(10) British Columbia,(9) Bachelor's degree,Very important,No,4,24,Conservatives
(2) Female,(10) British Columbia,(5) Completed secondary / high school,Somewhat important,No,3,51,NDP
(1) Male,(10) British Columbia,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,4,34,Conservatives
(2) Female,(10) British Columbia,(5) Completed secondary / high school,Very important,No,2,72,Liberal
(2) Female,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Very important,No,3,63,Liberal
(1) Male,(10) British Columbia,(2) Some elementary school,Very important,No,4,25,NDP
(2) Female,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,46,Greens
(2) Female,(10) British Columbia,(9) Bachelor's degree,Somewhat important,No,3,39,Liberal
(1) Male,(10) British Columbia,(9) Bachelor's degree,Not very important,No,2,72,Conservatives
(1) Male,(10) British Columbia,(5) Completed secondary / high school,Somewhat important,No,1,69,Greens
(2) Female,(10) British Columbia,(10) Master's degree,Somewhat important,No,2,63,Liberal
(1) Male,(10) British Columbia,(9) Bachelor's degree,Somewhat important,No,4,54,Liberal
(1) Male,(10) British Columbia,(9) Bachelor's degree,Very important,No,3,60,Conservatives
