sex,province,education,religion_importance,aboriginal,hh_size,age
Female,Quebec,Below Bachelor,Somewhat important,No,1,79.3
Male,Quebec,Below Bachelor,Not at all important,No,1,35.3
Male,Prince Edward Island,Below Bachelor,Somewhat important,No,2,33.8
Male,Alberta,Below Bachelor,Not very important,No,2,27.3
Male,British Columbia,Below Bachelor,Not at all important,No,2,59.4
Female,Quebec,Below Bachelor,Not very important,No,2,67.1
Female,New Brunswick,Below Bachelor,Somewhat important,No,1,72.9
Male,New Brunswick,Below Bachelor,Very important,No,1,80
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,60.7
Female,Ontario,Below Bachelor,Somewhat important,No,4,49.4
Female,Quebec,Below Bachelor,Somewhat important,No,2,63.5
Male,Quebec,Below Bachelor,Very important,No,1,80
Male,Newfoundland and Labrador,Below Bachelor,Not very important,No,4,45.3
Female,British Columbia,Below Bachelor,Not very important,No,2,70.3
Male,Ontario,Below Bachelor,Not very important,No,1,29.9
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,3,52.5
Female,Ontario,Below Bachelor,Not at all important,No,2,30.7
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,5,42.7
Male,Alberta,Below Bachelor,Not very important,No,2,77.8
Female,Ontario,Below Bachelor,Somewhat important,No,3,80
Male,Quebec,Below Bachelor,Not at all important,No,2,39.8
Female,British Columbia,Below Bachelor,Not very important,No,2,39.5
Male,New Brunswick,Below Bachelor,Not very important,No,2,80
Male,Nova Scotia,Below Bachelor,Somewhat important,No,2,75.7
Female,New Brunswick,Below Bachelor,Somewhat important,No,1,80
Female,Nova Scotia,Below Bachelor,Don't know,No,2,30.7
Female,Ontario,Below Bachelor,Very important,No,3,32.3
Female,Nova Scotia,Below Bachelor,Not at all important,No,2,43.7
Female,Quebec,Below Bachelor,Somewhat important,No,1,33.3
Female,Prince Edward Island,Below Bachelor,Not at all important,Yes,1,24.9
Male,British Columbia,Below Bachelor,Somewhat important,No,2,80
Female,Quebec,Below Bachelor,Not at all important,No,1,74.4
Female,Prince Edward Island,Below Bachelor,Very important,No,2,31.3
Female,Alberta,Below Bachelor,Not very important,No,2,24.5
Female,Manitoba,Below Bachelor,Very important,Yes,2,56.5
Female,British Columbia,Below Bachelor,Somewhat important,No,2,67.5
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,5,30.7
Male,Ontario,Below Bachelor,Very important,No,5,50.3
Female,Ontario,Below Bachelor,Very important,No,2,29.4
Female,Ontario,Below Bachelor,Not very important,No,2,57.6
Female,Quebec,Below Bachelor,Not very important,No,2,57.2
Female,New Brunswick,Below Bachelor,Somewhat important,No,3,41.7
Male,Ontario,Below Bachelor,Not at all important,No,5,55.5
Male,British Columbia,Below Bachelor,Not at all important,No,1,59.8
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,1,75.4
Female,Saskatchewan,Below Bachelor,Somewhat important,No,2,65
Female,Quebec,Below Bachelor,Very important,No,4,15.3
Male,Ontario,Below Bachelor,Very important,No,5,54.3
Female,Alberta,Below Bachelor,Not very important,No,3,43.1
Female,Ontario,Below Bachelor,Not at all important,No,1,46.8
Female,Quebec,Below Bachelor,Somewhat important,No,1,51.8
Female,New Brunswick,Below Bachelor,Very important,No,1,69.8
Male,New Brunswick,Below Bachelor,Very important,No,4,38.3
Male,New Brunswick,Below Bachelor,Not at all important,No,2,55
Female,Ontario,Below Bachelor,Somewhat important,No,1,39.8
Female,Quebec,Below Bachelor,Somewhat important,No,1,66.8
Female,Ontario,Below Bachelor,Very important,No,3,51.8
Male,Ontario,Below Bachelor,Not at all important,No,4,20.4
Male,Ontario,Below Bachelor,Not at all important,No,3,27.5
Male,Ontario,Below Bachelor,Not very important,No,2,30.9
Male,Alberta,Below Bachelor,Somewhat important,No,2,31
Female,Prince Edward Island,Below Bachelor,Very important,No,2,32.6
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,4,59.8
Female,New Brunswick,Below Bachelor,Somewhat important,No,2,70.2
Female,British Columbia,Below Bachelor,Not very important,No,2,42.5
Female,Newfoundland and Labrador,Below Bachelor,Very important,Yes,1,54.1
Male,Quebec,Below Bachelor,Not very important,No,2,60.1
Female,Quebec,Below Bachelor,Somewhat important,No,4,23.2
Female,British Columbia,Below Bachelor,Not very important,No,4,45.5
Female,Manitoba,Below Bachelor,Somewhat important,No,3,31.5
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,4,22.5
Male,Manitoba,Below Bachelor,Not very important,No,1,68.2
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,2,80
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,3,39.7
Male,Manitoba,Below Bachelor,Somewhat important,No,2,68.3
Male,Saskatchewan,Below Bachelor,Not at all important,No,3,73.6
Female,Quebec,Below Bachelor,Very important,No,2,67.5
Male,Nova Scotia,Below Bachelor,Not very important,No,4,18.6
Male,Ontario,Below Bachelor,Somewhat important,No,1,80
Female,Alberta,Below Bachelor,Very important,No,2,26.6
Female,Quebec,Below Bachelor,Very important,No,1,80
Male,Quebec,Below Bachelor,Somewhat important,No,2,62.4
Male,Nova Scotia,Below Bachelor,Very important,Yes,1,69.2
Male,Ontario,Below Bachelor,Not very important,No,2,29.7
Male,New Brunswick,Below Bachelor,Somewhat important,No,6,40.8
Male,Ontario,Below Bachelor,Somewhat important,No,2,73.6
Male,Ontario,Below Bachelor,Not very important,Yes,2,22.3
Female,Quebec,Below Bachelor,Very important,No,1,77.8
Female,Quebec,Below Bachelor,Somewhat important,No,1,58.9
Female,Quebec,Below Bachelor,Not very important,No,3,27.3
Male,Quebec,Below Bachelor,Not at all important,No,2,45.9
Female,Quebec,Below Bachelor,Very important,No,1,80
Male,British Columbia,Below Bachelor,Not at all important,No,4,55.3
Female,Quebec,Below Bachelor,Not at all important,No,2,25.7
Male,Ontario,Below Bachelor,Not very important,No,2,61.2
Male,Ontario,Below Bachelor,Not very important,No,3,22.2
Female,Prince Edward Island,Below Bachelor,Very important,No,1,67
Male,British Columbia,Below Bachelor,Not at all important,No,2,75.4
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,2,59
Male,Ontario,Below Bachelor,Very important,No,1,75.1
Male,Nova Scotia,Below Bachelor,Not very important,No,1,57
Male,Nova Scotia,Below Bachelor,Somewhat important,No,1,66.6
Female,Nova Scotia,Below Bachelor,Very important,No,2,78.1
Male,Nova Scotia,Below Bachelor,Not very important,No,2,59.8
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,3,37.9
Female,Nova Scotia,Below Bachelor,Very important,No,1,80
Male,Nova Scotia,Below Bachelor,Not very important,No,2,49.7
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,2,54.9
Male,Ontario,Below Bachelor,Not at all important,No,1,36.5
Female,British Columbia,Below Bachelor,Somewhat important,No,2,80
Female,Ontario,Below Bachelor,Somewhat important,No,3,41
Female,British Columbia,Below Bachelor,Very important,No,3,23.1
Female,Prince Edward Island,Below Bachelor,Very important,No,1,68.3
Female,Quebec,Below Bachelor,Somewhat important,No,4,43
Female,Manitoba,Below Bachelor,Somewhat important,No,1,55.9
Female,New Brunswick,Below Bachelor,Somewhat important,No,2,63
Male,Quebec,Below Bachelor,Not at all important,No,5,19.4
Female,New Brunswick,Below Bachelor,Not at all important,No,1,33.8
Male,New Brunswick,Below Bachelor,Not very important,No,2,64.6
Female,British Columbia,Below Bachelor,Not at all important,No,1,58.2
Male,New Brunswick,Below Bachelor,Not very important,No,3,66.1
Male,New Brunswick,Below Bachelor,Very important,No,2,59.1
Male,Ontario,Below Bachelor,Very important,No,4,53.3
Male,Alberta,Below Bachelor,Somewhat important,Yes,1,48.7
Female,Ontario,Below Bachelor,Very important,Yes,1,79.9
Male,Quebec,Below Bachelor,Somewhat important,No,2,77.7
Male,Manitoba,Below Bachelor,Very important,No,1,58.1
Male,Manitoba,Below Bachelor,Somewhat important,No,2,27.8
Female,Ontario,Below Bachelor,Not very important,No,2,60.8
Female,Alberta,Below Bachelor,Very important,Yes,3,42.3
Male,Saskatchewan,Below Bachelor,Somewhat important,No,1,47.4
Male,Quebec,Below Bachelor,Not very important,No,2,64.2
Female,Prince Edward Island,Below Bachelor,Very important,No,3,58.8
Male,Nova Scotia,Below Bachelor,Somewhat important,Yes,1,53.2
Female,Saskatchewan,Below Bachelor,Very important,Yes,4,40.9
Male,Manitoba,Below Bachelor,Very important,No,1,80
Male,Saskatchewan,Below Bachelor,Not very important,No,4,20.8
Female,Quebec,Below Bachelor,Somewhat important,No,1,75.2
Female,Quebec,Below Bachelor,Somewhat important,No,2,65.7
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,3,77.7
Female,Ontario,Below Bachelor,Not at all important,No,3,56.1
Male,British Columbia,Below Bachelor,Not very important,No,1,34
Male,Ontario,Below Bachelor,Very important,No,2,65.6
Female,Saskatchewan,Below Bachelor,Very important,No,3,22.6
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,2,77.2
Male,British Columbia,Below Bachelor,Very important,No,1,80
Female,Ontario,Below Bachelor,Somewhat important,No,2,30.6
Female,Prince Edward Island,Below Bachelor,Very important,No,3,58.9
Male,Quebec,Below Bachelor,Somewhat important,No,1,52.6
Male,Alberta,Below Bachelor,Not at all important,No,3,28.6
Female,Manitoba,Below Bachelor,Very important,No,2,76.8
Female,Ontario,Below Bachelor,Very important,No,2,65.2
Female,Quebec,Below Bachelor,Somewhat important,No,4,39.1
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,1,60.6
Male,Ontario,Below Bachelor,Very important,No,3,72.8
Male,British Columbia,Below Bachelor,Not very important,No,1,71.6
Female,Nova Scotia,Below Bachelor,Not very important,No,3,54.7
Female,Saskatchewan,Below Bachelor,Not at all important,No,2,32.7
Male,New Brunswick,Below Bachelor,Very important,No,3,39.1
Female,New Brunswick,Below Bachelor,Very important,No,4,48.8
Female,Quebec,Below Bachelor,Somewhat important,No,1,75.3
Female,Saskatchewan,Below Bachelor,Very important,No,2,80
Male,Nova Scotia,Below Bachelor,Not at all important,No,2,57.1
Female,British Columbia,Below Bachelor,Not at all important,No,4,47.9
Female,Ontario,Below Bachelor,Very important,No,4,49.8
Female,Ontario,Below Bachelor,Very important,No,2,69.3
Male,Ontario,Below Bachelor,Not at all important,No,3,33.8
Male,Ontario,Below Bachelor,Not at all important,No,1,69.8
Female,Ontario,Below Bachelor,Very important,No,2,68.3
Female,New Brunswick,Below Bachelor,Somewhat important,No,2,58.4
Female,Nova Scotia,Below Bachelor,Not very important,No,2,52.3
Male,Quebec,Below Bachelor,Somewhat important,No,2,61.2
Female,Quebec,Below Bachelor,Not very important,No,1,69.5
Female,Ontario,Below Bachelor,Very important,No,4,31.4
Male,Nova Scotia,Below Bachelor,Not very important,No,3,50.3
Female,New Brunswick,Below Bachelor,Not at all important,No,1,66.5
Female,British Columbia,Below Bachelor,Somewhat important,No,5,48.3
Male,Newfoundland and Labrador,Below Bachelor,Not very important,No,2,31.8
Female,Quebec,Below Bachelor,Not very important,No,2,53
Female,Nova Scotia,Below Bachelor,Very important,No,1,70.7
Male,Quebec,Below Bachelor,Don't know,No,3,48.8
Male,British Columbia,Below Bachelor,Very important,No,2,63.3
Female,Ontario,Below Bachelor,Very important,Yes,2,54.3
Female,Nova Scotia,Below Bachelor,Not very important,No,2,37.1
Female,Quebec,Below Bachelor,Not at all important,No,4,33.6
Male,Quebec,Below Bachelor,Not very important,No,4,41.3
Female,Quebec,Below Bachelor,Very important,No,3,38.2
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,4,44.3
Female,Alberta,Below Bachelor,Not very important,No,3,18.8
Female,Quebec,Below Bachelor,Somewhat important,No,4,41.2
Female,Quebec,Below Bachelor,Somewhat important,No,4,47.4
Male,Manitoba,Below Bachelor,Not at all important,No,1,69.8
Male,Ontario,Below Bachelor,Not very important,No,4,16.3
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,68.3
Male,Ontario,Below Bachelor,Very important,No,2,75.3
Female,British Columbia,Below Bachelor,Not at all important,No,1,36.3
Female,Ontario,Below Bachelor,Somewhat important,No,1,80
Female,Quebec,Below Bachelor,Somewhat important,No,1,80
Male,Ontario,Below Bachelor,Not at all important,No,4,26.6
Female,New Brunswick,Below Bachelor,Somewhat important,No,2,43.3
Female,Ontario,Below Bachelor,Somewhat important,No,1,57
Male,New Brunswick,Below Bachelor,Very important,No,2,68.3
Female,Quebec,Below Bachelor,Very important,No,2,61
Female,Quebec,Below Bachelor,Somewhat important,No,2,66.9
Female,Quebec,Below Bachelor,Not at all important,No,2,51.9
Female,Quebec,Below Bachelor,Not very important,No,2,62.9
Male,Ontario,Below Bachelor,Not at all important,No,4,47.3
Female,Ontario,Below Bachelor,Somewhat important,No,2,57.2
Male,Prince Edward Island,Below Bachelor,Not very important,No,2,54.7
Male,British Columbia,Below Bachelor,Don't know,No,2,62.6
Female,Ontario,Below Bachelor,Very important,No,1,80
Female,New Brunswick,Below Bachelor,Very important,No,2,53.2
Male,Quebec,Below Bachelor,Not very important,No,2,65.7
Female,Ontario,Below Bachelor,Very important,No,4,16.4
Female,British Columbia,Below Bachelor,Very important,No,1,47.8
Male,Ontario,Below Bachelor,Not very important,No,4,19.4
Male,Alberta,Below Bachelor,Not at all important,No,1,65.3
Female,New Brunswick,Below Bachelor,Not very important,No,1,37.9
Female,Prince Edward Island,Below Bachelor,Not at all important,No,2,64.1
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,80
Female,Quebec,Below Bachelor,Not at all important,No,2,49.6
Female,Ontario,Below Bachelor,Not at all important,No,1,70.3
Female,Manitoba,Below Bachelor,Not very important,No,2,62.2
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,1,67.6
Female,Nova Scotia,Below Bachelor,Not at all important,No,4,20.8
Female,Quebec,Below Bachelor,Not very important,No,2,46.8
Female,Ontario,Below Bachelor,Not at all important,No,2,72.1
Female,British Columbia,Below Bachelor,Somewhat important,No,2,52.4
Female,New Brunswick,Below Bachelor,Somewhat important,No,3,22.2
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,1,80
Male,Ontario,Below Bachelor,Not very important,No,3,35.3
Male,Alberta,Below Bachelor,Very important,No,6,16.3
Male,Prince Edward Island,Below Bachelor,Somewhat important,No,2,65.3
Male,Ontario,Below Bachelor,Not very important,No,2,80
Female,Alberta,Below Bachelor,Very important,No,2,26.4
Female,British Columbia,Below Bachelor,Somewhat important,No,2,61.9
Male,Prince Edward Island,Below Bachelor,Very important,No,2,54.4
Male,British Columbia,Below Bachelor,Very important,No,2,63.3
Female,Quebec,Below Bachelor,Not at all important,No,3,43.4
Female,New Brunswick,Below Bachelor,Very important,No,2,63.3
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,65.3
Male,Quebec,Below Bachelor,Not very important,No,2,48
Male,Alberta,Below Bachelor,Not very important,No,2,54.2
Female,British Columbia,Below Bachelor,Somewhat important,No,3,32.3
Female,New Brunswick,Below Bachelor,Somewhat important,No,4,32.5
Female,Ontario,Below Bachelor,Somewhat important,No,2,76.7
Male,Alberta,Below Bachelor,Somewhat important,No,3,52.3
Female,Ontario,Below Bachelor,Not very important,No,2,52
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,1,47.8
Female,New Brunswick,Below Bachelor,Not at all important,No,2,23.9
Female,Nova Scotia,Below Bachelor,Not very important,No,4,63.2
Male,Quebec,Below Bachelor,Somewhat important,No,2,53
Female,Saskatchewan,Below Bachelor,Somewhat important,No,2,61.3
Male,Quebec,Below Bachelor,Not at all important,No,4,24.1
Female,Ontario,Below Bachelor,Somewhat important,No,1,54.7
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,74.7
Female,Ontario,Below Bachelor,Somewhat important,No,1,71.6
Male,New Brunswick,Below Bachelor,Not at all important,No,3,60
Female,Ontario,Below Bachelor,Very important,No,2,69.8
Male,Manitoba,Below Bachelor,Very important,No,2,63.2
Female,Alberta,Below Bachelor,Very important,Yes,1,65.4
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,53.3
Female,Manitoba,Below Bachelor,Very important,No,2,57.4
Male,Manitoba,Below Bachelor,Not very important,No,3,26.5
Female,British Columbia,Below Bachelor,Very important,No,3,65.6
Female,Ontario,Below Bachelor,Not at all important,No,3,19.9
Female,Quebec,Below Bachelor,Very important,No,3,19.5
Male,Ontario,Below Bachelor,Somewhat important,No,4,38.3
Male,Ontario,Below Bachelor,Very important,No,2,30.6
Female,Alberta,Below Bachelor,Somewhat important,Yes,2,18.6
Female,Prince Edward Island,Below Bachelor,Very important,No,2,67.3
Male,New Brunswick,Below Bachelor,Very important,No,1,68.3
Male,Ontario,Below Bachelor,Very important,No,2,48.6
Male,New Brunswick,Below Bachelor,Somewhat important,No,1,69.1
Male,Ontario,Below Bachelor,Somewhat important,No,2,63.9
Male,Alberta,Below Bachelor,Somewhat important,No,4,27.3
Male,Ontario,Below Bachelor,Not at all important,No,2,34.3
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,4,54.1
Male,Ontario,Below Bachelor,Not at all important,No,2,35.1
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,1,27.3
Female,Ontario,Below Bachelor,Somewhat important,No,2,44.3
Male,Manitoba,Below Bachelor,Not very important,No,1,80
Female,Quebec,Below Bachelor,Somewhat important,No,1,64.2
Female,Alberta,Below Bachelor,Very important,No,2,73.3
Female,Ontario,Below Bachelor,Not very important,No,5,47.5
Female,New Brunswick,Below Bachelor,Very important,No,2,74.3
